x,y,class
3.081431002706925271e-01,-9.478074190362235640e-01,8.000000000000000000e+00
-3.090170097243097325e-01,9.510561849482268570e-01,3.000000000000000000e+00
-6.282148123099252635e-01,4.512906668655892739e-01,4.000000000000000000e+00
8.089478157358054311e-01,-5.877335296013770360e-01,9.000000000000000000e+00
3.094046905408012749e-01,9.494177488732965520e-01,2.000000000000000000e+00
-3.090169905784251880e-01,-9.510564733955932937e-01,7.000000000000000000e+00
-9.999999790134035393e-01,-1.403276162343775314e-08,5.000000000000000000e+00
3.118358710979078907e-01,-9.430926557436752899e-01,8.000000000000000000e+00
-7.896563835241836582e-01,-5.816570319733577188e-01,6.000000000000000000e+00
-9.974203681236425423e-01,2.635498749387097522e-03,5.000000000000000000e+00
-8.090277141604138578e-01,-5.877495713180026504e-01,6.000000000000000000e+00
9.999994926065423062e-01,-2.399348962871035950e-07,0.000000000000000000e+00
3.034546911832744498e-01,-9.365674307749760619e-01,8.000000000000000000e+00
-8.090201398000307353e-01,-5.877673058015935315e-01,6.000000000000000000e+00
-3.089874553213364794e-01,-9.508130800251289871e-01,7.000000000000000000e+00
-3.092160286577906869e-01,9.506295602205959705e-01,3.000000000000000000e+00
-8.090014379530232613e-01,-5.877791134553894681e-01,6.000000000000000000e+00
-7.652404888277559714e-01,5.516119952085951628e-01,4.000000000000000000e+00
8.085042398486168569e-01,-5.876192484104958424e-01,9.000000000000000000e+00
-8.078469730612847233e-01,5.868840716438251670e-01,4.000000000000000000e+00
-7.203561094966575151e-01,-5.539317161284708080e-01,6.000000000000000000e+00
-7.869313009696150552e-01,-5.685570993589198485e-01,6.000000000000000000e+00
-3.089179845232819521e-01,9.507555038659472046e-01,3.000000000000000000e+00
4.060683841866439825e-01,7.825397050373638086e-01,2.000000000000000000e+00
-8.090097689452382390e-01,5.877764859716155810e-01,4.000000000000000000e+00
8.089392212529882276e-01,5.877517921069037588e-01,1.000000000000000000e+00
9.862438923821118530e-01,6.628339523625809832e-04,0.000000000000000000e+00
8.070933437376012209e-01,5.872515988928936892e-01,1.000000000000000000e+00
-8.082798961359906054e-01,5.874552253572569160e-01,4.000000000000000000e+00
-8.088486110394715878e-01,-5.877235891149562574e-01,6.000000000000000000e+00
3.089951230933840609e-01,9.509900870135735707e-01,2.000000000000000000e+00
8.051050027239687878e-01,-5.906140115024054449e-01,9.000000000000000000e+00
8.084623674314951325e-01,5.870320485377760189e-01,1.000000000000000000e+00
8.088646993380124162e-01,5.876001376750445981e-01,1.000000000000000000e+00
9.999997716322842622e-01,-3.053030581176074571e-08,0.000000000000000000e+00
-8.091839375138955015e-01,-5.872197091037684169e-01,6.000000000000000000e+00
-3.090171586856981789e-01,9.510560038557680507e-01,3.000000000000000000e+00
8.087150886164508057e-01,-5.875391729454323420e-01,9.000000000000000000e+00
-9.999416585093275911e-01,3.533063887226019808e-06,5.000000000000000000e+00
-8.088822552606095284e-01,-5.876988994684876344e-01,6.000000000000000000e+00
-9.982169235573015165e-01,-1.148249765356706238e-03,5.000000000000000000e+00
-8.089549629064727299e-01,-5.877493160362065039e-01,6.000000000000000000e+00
-9.999972835553028183e-01,2.748369935304801115e-06,5.000000000000000000e+00
-2.404140308353462652e-01,6.521274791630395917e-01,8.000000000000000000e+00
-8.089788012218842583e-01,5.877602576519123101e-01,4.000000000000000000e+00
-8.090059869504173662e-01,-5.877563176280241608e-01,6.000000000000000000e+00
-8.089711002433660481e-01,5.877354056400506677e-01,4.000000000000000000e+00
-3.090180181461333331e-01,9.510551032394713999e-01,3.000000000000000000e+00
7.954784554760725435e-01,-5.721697986346460096e-01,9.000000000000000000e+00
8.083781045728630765e-01,5.873684330190208636e-01,1.000000000000000000e+00
-3.089186827835813109e-01,9.507472555633456057e-01,3.000000000000000000e+00
-8.090121524912610163e-01,5.877823144700995428e-01,4.000000000000000000e+00
8.089158067229159643e-01,5.877269328211868205e-01,1.000000000000000000e+00
8.089028251231290545e-01,-5.876685540996463564e-01,9.000000000000000000e+00
8.089823664011028814e-01,5.877716287239987958e-01,1.000000000000000000e+00
-1.864390881516930221e-01,-5.771488637603299221e-01,7.000000000000000000e+00
8.089503681870966467e-01,5.877296601217258942e-01,1.000000000000000000e+00
4.673308667967161489e-01,1.614028817728697385e-01,1.000000000000000000e+00
8.090034167532981213e-01,-5.877763753411981984e-01,9.000000000000000000e+00
-3.090172665208030800e-01,9.510558696989279692e-01,3.000000000000000000e+00
-9.999348007825084039e-01,-5.359418819771367985e-06,5.000000000000000000e+00
-8.080476499931881218e-01,5.869691841223202422e-01,4.000000000000000000e+00
9.593607381564571712e-01,2.580379771333392647e-05,0.000000000000000000e+00
7.232809736344912865e-01,-6.091732532469649186e-01,7.000000000000000000e+00
-3.078185994088155075e-01,9.479101839238910365e-01,3.000000000000000000e+00
-8.090166469354104217e-01,-5.877844833529779489e-01,6.000000000000000000e+00
8.085738140571444577e-01,5.873733585155174186e-01,1.000000000000000000e+00
-3.048955606585185274e-01,-9.472148898294501240e-01,7.000000000000000000e+00
-9.981369191004715313e-01,-1.947547897865608245e-03,5.000000000000000000e+00
-9.999994619484728897e-01,-3.927452490527751196e-07,5.000000000000000000e+00
-3.090169944854760931e-01,9.510565159459765106e-01,3.000000000000000000e+00
-3.090170459422816318e-01,9.510563953484231225e-01,3.000000000000000000e+00
9.621629068577900457e-01,8.648573889404596524e-03,0.000000000000000000e+00
8.089778649333969618e-01,5.877557050401384098e-01,1.000000000000000000e+00
-7.103105355887184835e-01,3.959131441206371615e-01,5.000000000000000000e+00
-3.090150826422445873e-01,-9.510559204166879610e-01,7.000000000000000000e+00
-9.998830931753091011e-01,-1.287887754377845006e-04,5.000000000000000000e+00
3.073629894907690119e-01,-9.458902970901993390e-01,8.000000000000000000e+00
-8.090101362730443002e-01,-5.877806256184753275e-01,6.000000000000000000e+00
-9.987006455365352586e-01,-1.379395222329591643e-03,5.000000000000000000e+00
8.089285839914891474e-01,5.876981890962067467e-01,1.000000000000000000e+00
9.999968703460546671e-01,-7.193840156555340243e-07,0.000000000000000000e+00
-9.656946120707460279e-02,-3.505214287552265717e-01,4.000000000000000000e+00
2.729252652704371451e-01,8.379842221653115431e-01,2.000000000000000000e+00
-3.090269455663711695e-01,9.510427919010998599e-01,3.000000000000000000e+00
-8.089793898140473782e-01,5.877577943758283130e-01,4.000000000000000000e+00
-8.097654976687510553e-01,-5.854684245505560325e-01,6.000000000000000000e+00
-3.090169892013697739e-01,-9.510565168681242021e-01,7.000000000000000000e+00
7.921593180404962187e-01,-5.753395989768064211e-01,9.000000000000000000e+00
3.087250224867308379e-01,-9.441963585381291102e-01,8.000000000000000000e+00
8.085970491271260441e-01,5.875786344772379044e-01,1.000000000000000000e+00
2.918040318197130389e-01,-9.126749099101945095e-01,8.000000000000000000e+00
7.644713959159921135e-01,-5.568227337543920630e-01,4.000000000000000000e+00
8.067414620691383265e-01,-5.877413114786117498e-01,9.000000000000000000e+00
3.093751191362502651e-01,9.501755071123267893e-01,2.000000000000000000e+00
2.942130562633677449e-01,-9.048080566125972224e-01,8.000000000000000000e+00
-8.088843289682913218e-01,-5.877397110202162711e-01,6.000000000000000000e+00
2.770179312102059588e-01,9.273119774751670263e-01,2.000000000000000000e+00
-3.087574271097929812e-01,-9.494672727484918529e-01,7.000000000000000000e+00
9.999795307562503455e-01,-6.424674743605722628e-06,0.000000000000000000e+00
9.998176845250603684e-01,-5.557926832830337443e-05,0.000000000000000000e+00
-8.090169943512234285e-01,-5.877852523342995683e-01,6.000000000000000000e+00
-2.676783905430704102e-01,-8.431845634457287852e-01,7.000000000000000000e+00
-9.999853268562002295e-01,1.595312814394652026e-06,5.000000000000000000e+00
3.075975169140807153e-01,-9.501613765985283955e-01,8.000000000000000000e+00
-8.079684597299019444e-01,-5.872136778931895673e-01,6.000000000000000000e+00
9.998273220440072606e-01,4.677008122273245940e-05,0.000000000000000000e+00
8.038708614439469269e-01,-5.859940594644278411e-01,9.000000000000000000e+00
-3.090168772582725931e-01,9.510561880035227622e-01,3.000000000000000000e+00
5.664656442123168212e-01,-6.080710812052345648e-01,7.000000000000000000e+00
8.067150706231246415e-01,5.864202763257390094e-01,1.000000000000000000e+00
-3.090188423682561081e-01,9.510527065768350496e-01,3.000000000000000000e+00
-9.351527753972267432e-01,-7.598697766139876110e-03,5.000000000000000000e+00
-7.961505024176147582e-01,5.759280163678213160e-01,4.000000000000000000e+00
-2.998390537639802345e-01,9.230583945319879025e-01,3.000000000000000000e+00
-3.090170127000547717e-01,9.510565026120103571e-01,3.000000000000000000e+00
-9.999926160100672812e-01,5.726805499666097073e-06,5.000000000000000000e+00
-9.999999979460272304e-01,-2.189046264998605180e-09,5.000000000000000000e+00
-8.088013053468829927e-01,-5.875187670380991323e-01,6.000000000000000000e+00
-3.090169968146670998e-01,9.510565160120272310e-01,3.000000000000000000e+00
9.995673356465129000e-01,-4.505087346206999009e-05,0.000000000000000000e+00
3.090895799882582007e-01,9.509659208411487263e-01,2.000000000000000000e+00
-3.090171053120948641e-01,9.510561938529669135e-01,3.000000000000000000e+00
-4.847168678302207767e-01,3.516638547704625251e-01,4.000000000000000000e+00
3.089420235360855194e-01,9.510498282014476779e-01,2.000000000000000000e+00
-3.090169852828866803e-01,9.510564813832118602e-01,3.000000000000000000e+00
9.999999094384421916e-01,8.667263935866883425e-08,0.000000000000000000e+00
8.088066435705546509e-01,-5.877339488000229428e-01,9.000000000000000000e+00
8.081645250641085187e-01,-5.871767101881713025e-01,9.000000000000000000e+00
-7.871610327714209099e-01,5.757541594297502785e-01,4.000000000000000000e+00
-3.090170120396203424e-01,-9.510564756936138453e-01,7.000000000000000000e+00
3.090172749003965991e-01,9.510560599609179100e-01,2.000000000000000000e+00
4.271906015188001171e-01,-5.835529231942890860e-01,8.000000000000000000e+00
-8.054739385879741143e-01,5.852072731748346746e-01,4.000000000000000000e+00
-3.089775130473736975e-01,-9.507185786050135201e-01,7.000000000000000000e+00
9.999996586403642196e-01,-2.069826381240892730e-07,0.000000000000000000e+00
-8.089901452189778297e-01,-5.875806363733199200e-01,6.000000000000000000e+00
8.513668540615190183e-01,2.044361333586279805e-01,2.000000000000000000e+00
3.037582045660974783e-01,-9.406710900144243936e-01,8.000000000000000000e+00
-9.999816143005519908e-01,1.361769651812029006e-05,5.000000000000000000e+00
3.089586349452008718e-01,9.509251862952038392e-01,2.000000000000000000e+00
3.090160065595937700e-01,-9.488002562711939092e-01,8.000000000000000000e+00
-9.999998279997441841e-01,-1.419635632290608067e-07,5.000000000000000000e+00
-3.085512247155097754e-01,-9.498419146976270211e-01,7.000000000000000000e+00
-3.134133779335412928e-01,9.247676503237400869e-01,3.000000000000000000e+00
9.999993990238084107e-01,-4.335560388155424329e-07,0.000000000000000000e+00
2.841355168267190034e-01,-8.108530318831458361e-01,8.000000000000000000e+00
3.089671698508003606e-01,9.510557314530784234e-01,2.000000000000000000e+00
-1.446194131113266168e-01,-4.698108337699644088e-01,3.000000000000000000e+00
3.090165421546331448e-01,9.509565200501434168e-01,2.000000000000000000e+00
3.089778280645823494e-01,-9.509340573179478895e-01,8.000000000000000000e+00
3.090348195098039374e-01,9.509690185637866833e-01,2.000000000000000000e+00
-9.996466659960381307e-01,4.802091228649037940e-04,5.000000000000000000e+00
-1.000000006397776087e+00,3.624611358322403165e-08,5.000000000000000000e+00
-3.090076288984072717e-01,-9.510493899327958633e-01,7.000000000000000000e+00
-8.079601515023112634e-01,-5.878017869490372860e-01,6.000000000000000000e+00
-8.089776291697275967e-01,5.876676018536208801e-01,4.000000000000000000e+00
7.990701263559272238e-01,-3.588808345127805083e-02,6.000000000000000000e+00
3.090454077567758029e-01,-9.509307466357656002e-01,8.000000000000000000e+00
-8.088750886916235006e-01,5.876144596960436450e-01,4.000000000000000000e+00
2.905101237282364246e-01,-9.366308265077589734e-01,8.000000000000000000e+00
3.094593398025477504e-01,9.496974589322774163e-01,2.000000000000000000e+00
-3.089437368044851140e-01,-9.509669007861454304e-01,7.000000000000000000e+00
-8.090131340156310191e-01,5.877829072042471958e-01,4.000000000000000000e+00
-9.096143880200849852e-01,-2.907525673979272432e-02,5.000000000000000000e+00
3.090679558094581170e-01,9.510046817952879650e-01,2.000000000000000000e+00
9.999996996867546173e-01,8.989903568033041562e-09,0.000000000000000000e+00
-3.090130541830475863e-01,9.510423722440538574e-01,3.000000000000000000e+00
5.790252097159330757e-01,-5.849875270472507660e-01,9.000000000000000000e+00
8.056397683638685248e-01,-5.853582141408305572e-01,4.000000000000000000e+00
-8.045986581347284172e-01,-5.845062611292567434e-01,6.000000000000000000e+00
-3.089460596527026093e-01,-9.509520094072236862e-01,7.000000000000000000e+00
3.091556397760120700e-01,9.509153335760619496e-01,2.000000000000000000e+00
-9.999841899172365878e-01,-1.040906695503818984e-05,5.000000000000000000e+00
7.161709298936808077e-01,4.988326831002086736e-01,6.000000000000000000e+00
8.086810722805845009e-01,5.877646991625551376e-01,1.000000000000000000e+00
8.088797305334892718e-01,5.876314257107834171e-01,1.000000000000000000e+00
3.025619942788529970e-01,9.504540324293034859e-01,2.000000000000000000e+00
-3.090173538333026437e-01,9.510544100450660787e-01,3.000000000000000000e+00
-8.090169872512008586e-01,-5.877852523153341835e-01,6.000000000000000000e+00
-3.090167810778397528e-01,-9.510552611968379200e-01,7.000000000000000000e+00
3.080472330627317401e-01,-9.493417136478308205e-01,8.000000000000000000e+00
-3.090064272296955683e-01,-9.506957018024964068e-01,7.000000000000000000e+00
-8.089792998939392410e-01,-5.877129121851593085e-01,6.000000000000000000e+00
-8.085649634130853691e-01,5.879210416824147689e-01,4.000000000000000000e+00
3.092052623430172065e-01,-9.505990762819576112e-01,8.000000000000000000e+00
8.088852382955228348e-01,-5.876977681215780347e-01,9.000000000000000000e+00
-1.124564848356531255e-01,8.468496071443491757e-02,4.000000000000000000e+00
3.087301680123258341e-01,-9.504659923030037705e-01,8.000000000000000000e+00
-8.090048402169661701e-01,-5.877648281062370916e-01,6.000000000000000000e+00
-3.090373124658182258e-01,9.510285198147234720e-01,3.000000000000000000e+00
3.088318822834043575e-01,-9.502626504458540069e-01,8.000000000000000000e+00
-3.430957244761295155e-01,9.039934685971134920e-01,3.000000000000000000e+00
8.089761653707916444e-01,5.877319196483362651e-01,1.000000000000000000e+00
9.991772425624028120e-01,-2.663303204887432977e-04,0.000000000000000000e+00
-8.090097674031521136e-01,-5.877826090934793468e-01,6.000000000000000000e+00
3.090577084610000025e-01,9.510197477917609055e-01,2.000000000000000000e+00
3.082903200922918474e-01,9.489042308695615491e-01,2.000000000000000000e+00
-9.999994448928288815e-01,-2.405808176806974346e-07,5.000000000000000000e+00
-8.090171109811745698e-01,-5.877684741723047113e-01,6.000000000000000000e+00
8.079300919696581484e-01,-5.877231303991136135e-01,9.000000000000000000e+00
-9.458462377015135480e-01,-3.709027003610120693e-02,5.000000000000000000e+00
3.087743599218383261e-01,-9.504414947013626325e-01,8.000000000000000000e+00
8.088831120747930203e-01,5.876279963175767840e-01,1.000000000000000000e+00
-8.090157462254320420e-01,5.877840616324480072e-01,4.000000000000000000e+00
8.083725100352021631e-01,5.877320653607392975e-01,1.000000000000000000e+00
-3.090139008874631665e-01,-9.510483023896498800e-01,7.000000000000000000e+00
3.068458105730278440e-01,-9.486143868976487648e-01,8.000000000000000000e+00
-7.763504763743557247e-01,5.608170562149592531e-01,4.000000000000000000e+00
-8.090169943750045167e-01,-5.877852522915045785e-01,6.000000000000000000e+00
8.089462693366076262e-01,5.877624159767823597e-01,1.000000000000000000e+00
3.089705255752002167e-01,-9.510191453495239200e-01,8.000000000000000000e+00
-8.089106209624609134e-01,5.877075964527672669e-01,4.000000000000000000e+00
-3.257831738229569063e-01,9.260085263440912540e-01,3.000000000000000000e+00
8.075512266894206981e-01,5.871190970299626777e-01,1.000000000000000000e+00
3.090122455320699069e-01,9.510520669724336074e-01,2.000000000000000000e+00
3.085771077951632302e-01,-9.499099709549071457e-01,8.000000000000000000e+00
9.999996012853386018e-01,-1.819339586889363119e-07,0.000000000000000000e+00
2.567656487103084362e-01,-7.876812620059442382e-01,8.000000000000000000e+00
-9.999988418330533202e-01,1.331120102445892249e-06,5.000000000000000000e+00
8.088023013502658731e-01,-5.878234224182644629e-01,9.000000000000000000e+00
6.543063407983120694e-01,6.724589251272068413e-01,1.000000000000000000e+00
-8.089634583817127966e-01,5.852209715628370335e-01,4.000000000000000000e+00
3.090179437218579794e-01,9.510552401823758606e-01,2.000000000000000000e+00
-5.739076909767736323e-01,-1.627196721098954912e-01,0.000000000000000000e+00
2.954568260482518527e-01,9.400291541026014608e-01,2.000000000000000000e+00
-3.090165162769052398e-01,-9.510537124362645756e-01,7.000000000000000000e+00
9.940576401904842596e-01,-9.553778114905186461e-04,0.000000000000000000e+00
7.738323430671298908e-01,-5.280375683926390451e-01,9.000000000000000000e+00
9.998927169636316892e-01,7.084190473384389497e-05,0.000000000000000000e+00
3.090152185864620260e-01,9.510474680352973831e-01,2.000000000000000000e+00
-9.977731004167780249e-01,2.853276147118848863e-03,5.000000000000000000e+00
-3.089595855512831668e-01,-9.504203978084438953e-01,7.000000000000000000e+00
-8.091069917988638061e-01,-5.875046900661214933e-01,6.000000000000000000e+00
-3.074704729890684329e-01,-9.463832495854355153e-01,7.000000000000000000e+00
8.089206452664797764e-01,-5.877346002464856056e-01,9.000000000000000000e+00
-8.078231264336299677e-01,5.862001803714795845e-01,4.000000000000000000e+00
3.206834408849066342e-01,9.290631016029539113e-01,2.000000000000000000e+00
-8.089857876184992636e-01,-5.877715354191082042e-01,6.000000000000000000e+00
3.057017214802198457e-01,9.464708635675794790e-01,2.000000000000000000e+00
-8.066463828149817994e-01,5.849204390766312711e-01,4.000000000000000000e+00
-8.085212590042749614e-01,5.872090604902877597e-01,4.000000000000000000e+00
3.063203757626347112e-01,-9.431201415691402579e-01,8.000000000000000000e+00
9.997787917386895540e-01,4.536183007632942402e-05,0.000000000000000000e+00
-8.083654800275088537e-01,5.863275535727401344e-01,4.000000000000000000e+00
-8.089912200686376620e-01,5.877628218213127864e-01,4.000000000000000000e+00
-9.999998000419373367e-01,-8.649049039816490284e-08,5.000000000000000000e+00
3.058415247302905260e-01,-9.413599579484359658e-01,8.000000000000000000e+00
9.992183985027681681e-01,1.039218271237666398e-03,0.000000000000000000e+00
-8.089399941475136080e-01,-5.877160344536768166e-01,6.000000000000000000e+00
3.089202326263234544e-01,-9.507347009759375966e-01,8.000000000000000000e+00
8.089897013298933404e-01,-5.877806569655797952e-01,9.000000000000000000e+00
3.089960489166458379e-01,-9.510068306037475772e-01,8.000000000000000000e+00
-9.999825922336968986e-01,1.764615811569542625e-05,5.000000000000000000e+00
-8.142499820549273792e-01,-5.716775122370799656e-01,6.000000000000000000e+00
8.088690835902839771e-01,-5.876923658271893114e-01,9.000000000000000000e+00
9.999969754926733012e-01,-9.289894586879713847e-07,0.000000000000000000e+00
-8.072974292151602338e-01,5.865258830087540787e-01,4.000000000000000000e+00
3.090280066419394123e-01,-9.508998716526141370e-01,8.000000000000000000e+00
-3.090169686068089394e-01,-9.510560895014589233e-01,7.000000000000000000e+00
8.070749014612401684e-01,5.844720020332359045e-01,1.000000000000000000e+00
-3.090177215050267656e-01,9.510541890680503929e-01,3.000000000000000000e+00
-8.089599800587540246e-01,5.877417050894080397e-01,4.000000000000000000e+00
-7.966697098384402098e-01,-3.371793948541234598e-01,5.000000000000000000e+00
3.146511497938220825e-01,-9.289067750069632812e-01,8.000000000000000000e+00
9.999857128535878381e-01,-4.109872357745605644e-06,0.000000000000000000e+00
8.070510973988974657e-01,-5.872794678035847538e-01,9.000000000000000000e+00
8.072221422397630741e-01,5.860108959967142983e-01,1.000000000000000000e+00
-3.090111293850495433e-01,9.510386240640628097e-01,3.000000000000000000e+00
-3.090169972828435418e-01,9.510563862566763227e-01,3.000000000000000000e+00
-8.090170268942817877e-01,-5.877852612531501153e-01,6.000000000000000000e+00
8.076241801010943799e-01,-5.869536889723190320e-01,9.000000000000000000e+00
3.093513150618057983e-01,-9.505364892576223523e-01,8.000000000000000000e+00
-3.090074847728782603e-01,-9.509991117900707946e-01,7.000000000000000000e+00
8.089615867759845091e-01,5.877402041336620142e-01,1.000000000000000000e+00
9.999865543488518638e-01,-3.893222602391871203e-06,0.000000000000000000e+00
-9.925280544080364864e-01,-6.037513398672330819e-03,5.000000000000000000e+00
-3.090161250356291411e-01,-9.510423387676335549e-01,7.000000000000000000e+00
8.083175291108110061e-01,5.868970346860379328e-01,1.000000000000000000e+00
-3.090169944878931596e-01,-9.510565161026280911e-01,7.000000000000000000e+00
-9.999555741262871056e-01,-3.100963368376410658e-05,5.000000000000000000e+00
3.051320629072282187e-01,9.451351425963469000e-01,2.000000000000000000e+00
-3.090094208926441599e-01,-9.510458272474022756e-01,7.000000000000000000e+00
8.089691085855632569e-01,-5.877604125947559766e-01,9.000000000000000000e+00
8.078475734996619639e-01,5.867991135982030260e-01,1.000000000000000000e+00
3.034862603277737048e-01,-9.472375578667462381e-01,8.000000000000000000e+00
-9.999949018408260670e-01,6.348536736135375910e-06,5.000000000000000000e+00
3.089352741917482659e-01,9.509578158726872399e-01,2.000000000000000000e+00
-8.089875709391316505e-01,5.877803523780434913e-01,4.000000000000000000e+00
8.089697077281251536e-01,-5.877675719011239419e-01,9.000000000000000000e+00
-8.011368127920657223e-01,5.781860396365773314e-01,4.000000000000000000e+00
-3.089767682801186077e-01,-9.507361035907454516e-01,7.000000000000000000e+00
3.089229181324839035e-01,9.509581486789707716e-01,2.000000000000000000e+00
3.080606017164347343e-01,9.499002394791052906e-01,2.000000000000000000e+00
-3.088994276620660728e-01,9.506278205097935530e-01,3.000000000000000000e+00
-8.089767994687665498e-01,5.877452704808479034e-01,4.000000000000000000e+00
8.080513481633767592e-01,-5.877923948485678229e-01,9.000000000000000000e+00
8.088652335604591403e-01,5.877142392714813646e-01,1.000000000000000000e+00
8.086849445011147219e-01,-5.876485840214874523e-01,9.000000000000000000e+00
3.090096585504247817e-01,9.510174666844991576e-01,2.000000000000000000e+00
8.089984149873471475e-01,5.877566061286723098e-01,1.000000000000000000e+00
-3.084452989214077068e-01,-9.407117418581729673e-01,7.000000000000000000e+00
8.089913333471741019e-01,-5.877904041735789731e-01,9.000000000000000000e+00
-8.089930357297889785e-01,5.870798535507077975e-01,4.000000000000000000e+00
-8.089477077528970383e-01,5.876673985946385681e-01,4.000000000000000000e+00
-2.447749296205604108e-01,-1.487380941000545631e-01,1.000000000000000000e+00
-8.090141443631857499e-01,-5.877840778954289691e-01,6.000000000000000000e+00
-3.089880174427990234e-01,-9.510466249109049697e-01,7.000000000000000000e+00
3.079121520424828451e-01,9.509590887229250056e-01,2.000000000000000000e+00
-3.090059439210225412e-01,-9.509062521860621731e-01,7.000000000000000000e+00
3.066260876327455698e-01,-9.454180982740016947e-01,8.000000000000000000e+00
9.875068696582056660e-01,-3.730344157589064649e-03,8.000000000000000000e+00
8.057644891411104293e-01,5.859790886031903678e-01,1.000000000000000000e+00
8.086169369849446342e-01,-5.878236593832785184e-01,9.000000000000000000e+00
-3.089459842856832616e-01,-9.508142681404161412e-01,7.000000000000000000e+00
8.086589593951176713e-01,5.874114415511222376e-01,1.000000000000000000e+00
8.050961932117490782e-01,5.826169057102241755e-01,1.000000000000000000e+00
-3.089666451436833272e-01,-9.509839757846740849e-01,7.000000000000000000e+00
-9.999087903883961959e-01,1.026028104550166602e-04,5.000000000000000000e+00
-3.101142116018175687e-01,9.276026671036748938e-01,3.000000000000000000e+00
-3.090190859623936914e-01,9.510535524269199126e-01,3.000000000000000000e+00
-9.999625034253846190e-01,4.109921371790906623e-05,5.000000000000000000e+00
8.089793702241991902e-01,5.877376291472655723e-01,1.000000000000000000e+00
-3.090258541349377164e-01,9.510101801058058468e-01,3.000000000000000000e+00
-3.090008027914947220e-01,-9.510077731277343238e-01,7.000000000000000000e+00
-8.090136529222435868e-01,-5.877825559353857532e-01,6.000000000000000000e+00
8.090077831488234894e-01,5.877788928991628525e-01,1.000000000000000000e+00
-3.090197297437995982e-01,9.510439086035861189e-01,3.000000000000000000e+00
3.087827312079736153e-01,-9.503153679423819167e-01,8.000000000000000000e+00
-3.065870337147042490e-01,-9.496941390251396609e-01,7.000000000000000000e+00
-9.266636735317332896e-01,9.781728222238450510e-02,5.000000000000000000e+00
-2.437843716610546205e-02,-2.814303940746855082e-01,9.000000000000000000e+00
4.544782158923912213e-02,2.089326474192742533e-01,9.000000000000000000e+00
9.999118609988519868e-01,1.654513556510076721e-06,0.000000000000000000e+00
9.999888060589434691e-01,-3.695428419391424599e-06,0.000000000000000000e+00
3.261410879710475719e-01,9.378363776984087741e-01,2.000000000000000000e+00
3.080455728474380539e-01,-9.501370130502780897e-01,8.000000000000000000e+00
3.145798773742805032e-01,-9.320171305742209755e-01,8.000000000000000000e+00
2.506670984441363714e-01,3.370410519468824972e-01,2.000000000000000000e+00
-3.089888119431429270e-01,9.509734496362620693e-01,3.000000000000000000e+00
-3.090059744432864242e-01,-9.508562555083984735e-01,7.000000000000000000e+00
7.913856851871261533e-01,5.634134430219279732e-01,1.000000000000000000e+00
-3.090173640013829659e-01,9.510560605711271265e-01,3.000000000000000000e+00
9.999979415780911873e-01,-6.827891119220268549e-07,0.000000000000000000e+00
-3.053795005431458875e-01,9.254562682466782597e-01,3.000000000000000000e+00
-8.087957624202968265e-01,5.876265558429393243e-01,4.000000000000000000e+00
-8.083897054041667696e-01,5.873294147352842165e-01,4.000000000000000000e+00
-4.298447241428396959e-01,7.843113716285701198e-01,3.000000000000000000e+00
2.926374653773909373e-01,-9.357415996314456530e-01,8.000000000000000000e+00
8.088581428273829976e-01,-5.876738793193252430e-01,9.000000000000000000e+00
3.068115229073147820e-01,9.458287961668762067e-01,2.000000000000000000e+00
-3.090979768805659500e-01,9.509379674368081403e-01,3.000000000000000000e+00
8.075742724987631238e-01,-5.870784980943101194e-01,9.000000000000000000e+00
-3.085148804738545580e-01,-9.496138434039180787e-01,7.000000000000000000e+00
8.089204921968020656e-01,5.876867446708574638e-01,1.000000000000000000e+00
8.090004118600280236e-01,5.877681783982241503e-01,1.000000000000000000e+00
-3.090148906327691014e-01,-9.510194052554475919e-01,7.000000000000000000e+00
9.975322974608847870e-01,-8.017101329242723581e-04,0.000000000000000000e+00
-8.089385591440261258e-01,5.877295230627814782e-01,4.000000000000000000e+00
7.064795966277982453e-01,-5.152254496538747341e-01,9.000000000000000000e+00
-8.090169943545326703e-01,-5.877852522541181512e-01,6.000000000000000000e+00
-9.998339547691380558e-01,-9.912043407201917306e-05,5.000000000000000000e+00
8.089318260010309736e-01,-5.877491413172601931e-01,9.000000000000000000e+00
8.089295010906882855e-01,5.876829595072107226e-01,1.000000000000000000e+00
-2.159116933885216472e-01,-2.787037961081189064e-01,7.000000000000000000e+00
9.591653997354466776e-01,-2.091133383174061014e-04,0.000000000000000000e+00
3.055243003064398999e-01,9.501326684762352315e-01,2.000000000000000000e+00
9.999995788796527396e-01,-1.268308292175581570e-07,0.000000000000000000e+00
8.865377459200991517e-01,1.561565797124208899e-01,0.000000000000000000e+00
-8.078946554211317022e-01,5.869122754869546821e-01,4.000000000000000000e+00
-8.090175626886511040e-01,-5.877814122076973069e-01,6.000000000000000000e+00
-3.090165620877229902e-01,-9.510524730397635906e-01,7.000000000000000000e+00
9.689404144184168288e-01,1.588517076119407359e-02,0.000000000000000000e+00
-3.084116177495786482e-01,-9.501921146516009165e-01,7.000000000000000000e+00
8.090046814300132505e-01,5.877735083185391396e-01,1.000000000000000000e+00
-8.089846347507041457e-01,5.877624402516750113e-01,4.000000000000000000e+00
-8.090169942816761717e-01,-5.877852522066248087e-01,6.000000000000000000e+00
